Iteration,Entropy Level,Input Size,Entropy,Compression Time (s),Compression Rate,Dictionary Size
70,4,704140,2.5849589521017045,0.528336763381958,0.35819439316045104,4096
71,2,621651,0.9999984303959923,0.6091241836547852,0.1421553250939836,4096
72,7,223334,5.502103747212568,0.16161513328552246,0.852579544538673,4096
73,8,303627,6.55439224571997,0.22236084938049316,1.1085377782608266,4096
74,2,101260,0.9999979668625316,0.10391497611999512,0.14871123839620778,4096
75,9,137868,6.5540574393982585,0.10242700576782227,1.119821133257899,4096
76,9,423938,6.554433657817466,0.3079049587249756,1.1134104515282894,4096
77,1,256828,7.55880791959311e-05,5.682788848876953,0.0041934680019312534,973
78,5,123537,3.249677387167865,0.09277510643005371,0.4619466232788557,4096
79,3,430890,1.9999744862619153,0.34115028381347656,0.2765138504669427,4096
80,6,175764,4.359946755998049,0.12839913368225098,0.645371065747252,4096
81,7,135640,5.576094048652643,0.10007786750793457,0.8679187555293424,4096
82,8,323667,6.554357331582735,0.23907089233398438,1.1147521990193625,4096
83,1,398468,5.0309680010812676e-05,10.977077960968018,0.0033653894415611794,1149
84,1,119772,0.0001528956698604265,1.8021399974822998,0.006149183448552249,746
85,2,682589,0.9999987375865876,0.6662840843200684,0.14221222433997618,4096
86,1,60418,0.00028675848106229636,0.6549999713897705,0.008664636366645702,604
87,7,753389,5.606174228863453,0.5319721698760986,0.8583912162242878,4096
88,8,785015,6.554493104256878,0.5669729709625244,1.10820748648115,4096
89,4,609769,2.58495682113936,0.45708703994750977,0.35739412366670603,4096
90,7,5455,5.656638573328562,0.0077512264251708984,1.0124656278643447,3937
91,5,126773,3.245391922238627,0.09540104866027832,0.4619990060975129,4096
92,2,558724,0.9999992280207203,0.5507521629333496,0.14251938345229487,4096
93,4,660257,2.584956894699001,0.49732184410095215,0.35826558183492463,4096
94,7,503176,5.624753769550723,0.35760927200317383,0.8700862123789688,4096
95,8,930267,6.554526894660244,0.6714160442352295,1.1074884952384638,4096
96,9,783496,6.55450301805088,0.5735180377960205,1.1126246975096235,4096
97,4,992954,2.5849601002055955,0.7413501739501953,0.3582477133885356,4096
98,2,326453,0.999986941027204,0.32179689407348633,0.14342799729210637,4096
99,8,11814,6.548730521041792,0.012064933776855469,1.1634078212290502,4096
100,9,650614,6.5544878787352925,0.47283411026000977,1.1097017586464477,4096
101,2,172169,0.9999976159050729,0.1726539134979248,0.1455662749972411,4096
102,5,546503,3.2462375654417563,0.39722108840942383,0.45735339055778285,4096
103,8,900932,6.554513903239989,0.6497421264648438,1.1108130247343861,4096
104,7,679027,5.199097485240241,0.4818689823150635,0.7998150294465463,4096
105,3,942248,1.9999968087473254,0.7386312484741211,0.27595601158081523,4096
106,3,537827,1.9999567527719109,0.42440199851989746,0.2761460998393527,4096
107,9,336392,6.554368216574231,0.24606680870056152,1.1138745867916002,4096
108,2,601823,0.9999999509085014,0.5926799774169922,0.14224032647472762,4096
109,2,537585,0.9999999962035344,0.5264298915863037,0.1424146879098189,4096
110,5,327912,3.247017823175469,0.23895502090454102,0.45852393325038426,4096
111,5,876165,3.2467866936709124,0.6319079399108887,0.45739843522624163,4096
112,6,397121,4.484422592548059,0.28365206718444824,0.6646185923182103,4096
113,6,390076,4.609494717585762,0.2767939567565918,0.6842705011331125,4096
114,7,349675,4.980624569559258,0.2497570514678955,0.7621291198970472,4096
115,1,315325,6.250449762327648e-05,7.747625112533569,0.0037865814210145754,1051
116,5,739786,3.2463714571995936,0.531318187713623,0.4577783304901688,4096
117,1,993665,2.1501325284167958e-05,42.84309482574463,0.002129995652453948,1666
118,1,695533,2.9977702492387806e-05,25.100307941436768,0.0025469712392815857,1436
119,7,79561,5.4112172712452375,0.059578895568847656,0.833907316398738,4096
120,3,679279,1.9999762123845053,0.5331928730010986,0.2755919537860899,4096
121,1,292853,6.693655771291781e-05,6.922568082809448,0.0039286055755125456,1022
122,8,725724,6.554474801051233,0.5245718955993652,1.1119330489276915,4096
123,4,633546,2.5849570354170166,0.4736618995666504,0.3587237548654715,4096
124,5,905501,3.246422908532208,0.6591918468475342,0.4569172204116837,4096
125,1,19705,0.0007972421510137794,0.1259908676147461,0.015225334957369063,455
126,5,225847,3.245959285604299,0.16765999794006348,0.45885267459829,4096
127,7,801584,5.356992280594553,0.5683419704437256,0.8193052755544022,4096
128,4,158406,2.5849464014815986,0.1223609447479248,0.36097117533426765,4096
129,5,420316,3.246718217725406,0.3052937984466553,0.4581838426326859,4096
130,5,743212,3.245897056483455,0.5389461517333984,0.4562009224824142,4096
131,5,135807,3.2479431050664744,0.10245609283447266,0.4613642890278115,4096
132,7,637968,5.513287531479093,0.4550609588623047,0.8478857873749154,4096
133,5,791569,3.24676218656334,0.5708320140838623,0.4563259804262168,4096
134,6,830093,4.692081432304999,0.5854599475860596,0.7015852440630146,4096
135,2,183743,0.9999970273697056,0.18865084648132324,0.1451565501815035,4096
136,3,90050,1.9999056435086642,0.0751032829284668,0.2806003464818763,4096
137,8,187724,6.554222414628611,0.13850712776184082,1.1142528392746798,4096
138,8,232863,6.554306559255174,0.17179083824157715,1.111864057407145,4096
139,4,867571,2.5849603865886217,0.6473419666290283,0.3572927832912618,4096
140,7,833549,5.48191171007476,0.5918452739715576,0.8390112638849065,4096
141,1,605065,3.41276659545213e-05,20.593308925628662,0.0027319424060925786,1357
142,9,975583,6.5545178896517635,0.7046310901641846,1.1125762749043393,4096
143,8,424980,6.554405699258103,0.30976009368896484,1.1123394042072567,4096
144,8,61270,6.553491109124025,0.05187511444091797,1.1227843969316142,4096
145,4,576554,2.584958955783297,0.4317770004272461,0.35861081529223626,4096
146,3,621896,1.9999959597498809,0.4886150360107422,0.27614263478137824,4096
147,1,646125,3.210551761461135e-05,22.528666973114014,0.0026442292810667923,1394
148,9,264191,6.554329730806509,0.19362211227416992,1.1119512019713012,4096
149,2,410329,0.999999151600846,0.4036087989807129,0.14275130444107045,4096
150,3,719446,1.9999836136158076,0.5677220821380615,0.27655314381661394,4096
151,1,703332,2.9668123088207678e-05,25.570003747940063,0.002533654092235246,1443
152,1,438100,4.607074659533394e-05,12.65466594696045,0.0032115955261355854,1193
153,9,418972,6.554406157759169,0.3062717914581299,1.1113451495565336,4096
154,9,775921,6.55448987049044,0.5640220642089844,1.1100801499121689,4096
155,1,379275,5.266792368772264e-05,10.180047988891602,0.00345264900836862,1128
156,9,833079,6.554527764246747,0.6003739833831787,1.1132995790315203,4096
157,7,222373,5.339062649093038,0.1604752540588379,0.8264897267204202,4096
158,2,824198,0.9999973289128097,0.8054821491241455,0.1419015819014363,4096
159,9,160719,6.554166066167107,0.11965274810791016,1.1170738991656244,4096
160,7,63117,5.499292959761009,0.048536062240600586,0.857193782974476,4096
161,4,105510,2.584948590409479,0.08227396011352539,0.3640318453227182,4096
162,9,685996,6.554490264386744,0.49814605712890625,1.1083621478842443,4096
163,1,103378,0.0001750881012801547,1.460902214050293,0.0066310046625007255,712
164,9,711212,6.554501937479974,0.5137920379638672,1.109127095718295,4096
165,3,627305,1.9999825043375843,0.4946157932281494,0.2763014423628735,4096
166,2,593130,0.9999997131941569,0.5793328285217285,0.14241313034242073,4096
167,5,32690,3.243562923563549,0.027922868728637695,0.4785867237687366,4096
168,4,608389,2.584954193628185,0.45616698265075684,0.35866092033373437,4096
169,9,526361,6.554425435192691,0.3823699951171875,1.1081643586815892,4096
170,3,490231,1.9999886196466403,0.38603758811950684,0.27662740602331976,4096
171,7,990096,5.61738301123777,0.702960729598999,0.8631329689242255,4096
172,8,552652,6.554461860192281,0.4031407833099365,1.1102619731766101,4096
173,3,194772,1.9999708338705497,0.1569678783416748,0.2778864518513955,4096
174,4,306462,2.584946850967256,0.23172473907470703,0.3594670791158447,4096
175,4,335396,2.5849507082370566,0.2524857521057129,0.3596822860141445,4096
176,8,37834,6.552916838268497,0.03099226951599121,1.1315219115081672,4096
177,5,455992,3.2457470460598516,0.3325169086456299,0.4577810575624134,4096
178,6,944819,4.300613022293323,0.6699731349945068,0.6334689501375396,4096
179,7,672166,5.552380261940279,0.47798705101013184,0.8545924667418465,4096
180,3,58650,1.9999388780700433,0.05115008354187012,0.2844598281271314,4096
181,6,861082,4.446187041564788,0.6028091907501221,0.6578188836835516,4096
182,2,855021,0.9999986882540665,0.833590030670166,0.141763184763883,4096
183,9,52448,6.553288282322844,0.041558027267456055,1.124656802928615,4096
184,1,942004,2.2598702272405525e-05,39.81029796600342,0.0021894811487000055,1630
185,2,356358,0.9999917657259361,0.355334997177124,0.14335022645766335,4096
186,6,693826,4.277504489417026,0.48879504203796387,0.6280911928927425,4096
187,8,597218,6.5544738118855985,0.4383542537689209,1.112448050795522,4096
188,6,885714,4.366175198122549,0.6240010261535645,0.6433335139785529,4096
189,2,224837,0.9999960068031089,0.22322297096252441,0.14448467111729832,4096
190,2,385562,0.9999998819121263,0.3793208599090576,0.14317152623961904,4096
191,9,676768,6.5544699911029465,0.490001916885376,1.1074415456995603,4096
192,3,505069,1.999976093161656,0.3985280990600586,0.27679441184157383,4096
193,8,433191,6.554430052430691,0.3171420097351074,1.1102273592941683,4096
194,2,536181,0.9999978531317983,0.5253949165344238,0.14245749103381133,4096
195,4,180341,2.5849393509677565,0.1410980224609375,0.36089331263169566,4096
196,4,929454,2.5849618460013275,0.695410966873169,0.3578907616729822,4096
197,8,212498,6.554299489337248,0.15675806999206543,1.1118739941081799,4096
198,2,689789,0.9999996636790954,0.6775050163269043,0.14214129248219384,4096
199,2,204380,0.9999995904478253,0.20400190353393555,0.14476710049907035,4096
200,2,156145,0.9999999549994731,0.1569499969482422,0.14613340164590605,4096
201,9,723913,6.554512149403114,0.5250580310821533,1.109134661209289,4096
202,6,575488,4.121660553182583,0.4092071056365967,0.6062498262344306,4096
203,6,744256,4.217735239841274,0.5329070091247559,0.6188556088227707,4096
204,2,896536,0.9999991832184701,0.8772869110107422,0.1417689864099155,4096
205,9,91611,6.553784378118774,0.06962704658508301,1.1207715230703736,4096
206,9,496185,6.554451520141085,0.360245943069458,1.1097524108951298,4096
207,6,351089,4.156800105542581,0.2518730163574219,0.61234046068091,4096
208,7,855153,5.581521189585158,0.6051146984100342,0.8549680583474536,4096
209,8,627631,6.554486312560027,0.45470118522644043,1.1124235418581938,4096
210,3,32908,1.9997160877524658,0.03257393836975098,0.29331773428953445,4096
211,8,286878,6.554406934838318,0.21372199058532715,1.1096093112751761,4096
212,5,497997,3.246013845822612,0.36207008361816406,0.45855396719257346,4096
213,5,988522,3.24647270123666,0.7122938632965088,0.456777390892666,4096
214,7,509845,5.360378639538909,0.36194396018981934,0.8224411340701586,4096
215,4,838059,2.584954276740531,0.6239140033721924,0.3586344859186357,4096
216,1,400854,5.003170876753484e-05,11.098140001296997,0.0033565836938137077,1152
217,5,868993,3.245321323268746,0.626798152923584,0.4567200196089036,4096
218,9,890666,6.554497778990027,0.641650915145874,1.1087405379794446,4096
219,5,669535,3.2463441502428516,0.4916038513183594,0.457436877833123,4096
220,1,400402,5.00841226922306e-05,11.01741909980774,0.003360372825310563,1152
221,8,862566,6.55448076918697,0.6222248077392578,1.1075482919567894,4096
222,3,302473,1.9999919238129893,0.24080896377563477,0.27672478774894865,4096
223,4,222456,2.5849467835653526,0.16922378540039062,0.36038137878951343,4096
224,1,128210,0.00014359908494895575,2.004911184310913,0.005943374151782232,763
225,4,730494,2.584953230484599,0.5453910827636719,0.35820622756655085,4096
226,1,490715,4.146451186879148e-05,14.982148885726929,0.003035372946359794,1248
227,9,330368,6.554406294305524,0.24071574211120605,1.113444704087563,4096
228,9,746217,6.554510392959715,0.5394811630249023,1.110306385407998,4096
229,4,373307,2.5849472507919096,0.2883310317993164,0.35891734930593133,4096
230,2,675819,0.9999961020477944,0.658782958984375,0.14225850412610477,4096
231,7,38683,5.5732348087713275,0.030829906463623047,0.8754233125662436,4096
232,7,245575,5.755977548853353,0.17675518989562988,0.8893169092945129,4096
233,8,769268,6.554477897354679,0.5565760135650635,1.107175912685826,4096
234,1,256997,7.554233767583913e-05,5.709563970565796,0.0041965633706361185,974
235,8,196598,6.554326226844308,0.14415693283081055,1.1113236146858056,4096
236,3,621206,1.9999772075261326,0.4899308681488037,0.27614600034771186,4096
237,8,267213,6.554348009449028,0.19593119621276855,1.1132860302455345,4096
238,4,640149,2.584960596796552,0.4829592704772949,0.3581265582334085,4096
239,3,777821,1.9999718625510514,0.6101329326629639,0.27606001388496054,4096
240,6,855695,4.237578089342612,0.6048362255096436,0.6269763174963042,4096
241,3,364283,1.9999904350574305,0.28887176513671875,0.2766361040957505,4096
242,1,371147,5.373712876371423e-05,9.824734926223755,0.0034878457534231813,1118
243,2,253999,0.9999983769546905,0.251924991607666,0.14411277209752793,4096
244,5,602208,3.2468768143235205,0.4375901222229004,0.4571302606408417,4096
